영화 코드,영화명,개봉일,영화장르,대표 제작국가,영화 감독 이름,제작사 코드
20189123,곰돌이 푸 다시 만나 행복해,20181003,어드벤처,미국,마크 포스터,
20179189,암수살인,20181003,"범죄,드라마",한국,김태균,"20189241,20154810"
20180770,다이노 어드벤처2: 육해공 공룡 대백과,20181009,"애니메이션,액션,가족",영국,마이크 데블린,
20180523,스타 이즈 본,20181009,"드라마,멜로/로맨스",미국,브래들리 쿠퍼,
20189067,미쓰백,20181011,드라마,한국,이지원,20154008
20188661,에브리데이,20181011,멜로/로맨스,미국,마이클 수지,
20186321,퍼스트맨,20181018,"SF,드라마",미국,데이미언 셔젤,
20180628,액슬,20181018,"액션,어드벤처",미국,올리버 달리,
20187521,펭귄 하이웨이,20181018,"애니메이션,어드벤처,판타지",일본,이시다 히로야스,
20184678,배반의 장미,20181018,코미디,한국,박진영,20100947
20174981,창궐,20181025,"사극,액션",한국,김성훈,"20141613,20130188"
20182403,크레이지 리치 아시안,20181025,"멜로/로맨스,코미디",미국,존 추,
20181171,바울,20181031,드라마,미국,앤드류 하얏트,
20181404,벽 속에 숨은 마법시계,20181031,"판타지,공포(호러),미스터리,SF,스릴러",미국,일라이 로스,
20180987,할로윈,20181031,공포(호러),미국,데이빗 고든 그린,
20185485,보헤미안 랩소디,20181031,드라마,미국,브라이언 싱어,
20177538,완벽한 타인,20181031,"드라마,코미디",한국,이재규,"20155211,20062690"
20182693,구스범스: 몬스터의 역습,20181107,"판타지,어드벤처",미국,아리 산델,
20170513,동네사람들,20181107,"액션,스릴러",한국,임진순,20154208
20179006,여곡성,20181108,"공포(호러),미스터리",한국,유영선,20157389
20176814,신비한 동물들과 그린델왈드의 범죄,20181114,판타지,미국,데이빗 예이츠,
20182935,출국,20181114,드라마,한국,노규엽,20141349
20183050,번 더 스테이지: 더 무비,20181115,기타,한국,박준수,"20189763,20189561"
20186822,너의 췌장을 먹고 싶어,20181115,"애니메이션,드라마",일본,우시지마 신이치로,
20189869,해피 투게더,20181115,"드라마,코미디",한국,김정환,20189463
20182669,툴리,20181122,드라마,캐나다,제이슨 라이트맨,
20183073,베일리 어게인,20181122,"어드벤처,드라마,코미디",미국,라세 할스트롬,
20184481,성난황소,20181122,"범죄,액션",한국,김민호,"20188821,20138935"
20177552,국가부도의 날,20181128,드라마,한국,최국희,20100450
20181905,후드,20181128,어드벤처,미국,오토 바서스트,
20183007,거미줄에 걸린 소녀,20181128,"액션,스릴러,범죄",미국,페데 알바레즈,
20182966,투 프렌즈,20181129,"애니메이션,어드벤처",러시아,빅터 아즈에프,
20179230,도어락,20181205,"스릴러,드라마",한국,이권,20175163
20183745,런닝맨 : 풀룰루의 역습,20181205,애니메이션,한국,윤준상,20141388
20178825,모털 엔진,20181205,"액션,어드벤처,SF",미국,크리스찬 리버스,
20189843,호두까기 인형과 4개의 왕국,20181206,"판타지,드라마",미국,"라세 할스트롬,조 존스톤",
20183238,스파이더맨: 뉴 유니버스,20181212,"애니메이션,액션,가족",미국,"밥 퍼시케티,피터 램지,로드니 로스맨",
20182082,부탁 하나만 들어줘,20181212,"스릴러,미스터리",미국,폴 페이그,
20183479,극장판 짱구는 못말려: 아뵤! 쿵후 보이즈 ~라면 대란~,20181219,애니메이션,일본,타카하시 와타루,
20180290,아쿠아맨,20181219,액션,미국,제임스 완,
20168773,마약왕,20181219,"범죄,드라마",한국,우민호,2016841
20182421,그린치,20181219,"애니메이션,코미디",미국,스콧 모시어,
20183375,극장판 포켓몬스터 모두의 이야기,20181219,애니메이션,일본,야지마 테츠오,
20175547,스윙키즈,20181219,드라마,한국,강형철,20138660
20183785,점박이 한반도의 공룡2 : 새로운 낙원,20181225,애니메이션,한국,한상호,20112452
20186281,범블비,20181225,"액션,어드벤처,SF",미국,트래비스 나이트,
20170658,PMC: 더 벙커,20181226,액션,한국,김병우,20140593
20189463,주먹왕 랄프 2: 인터넷 속으로,20190103,"애니메이션,어드벤처,코미디,가족",미국,리치 무어,
20184105,말모이,20190109,드라마,한국,엄유나,20124216
20176251,내안의 그놈,20190109,"판타지,코미디",한국,강효진,"20063007,20100938"
20184574,그린 북,20190109,드라마,미국,피터 패럴리,
20183915,극장판 공룡메카드: 타이니소어의 섬,20190110,애니메이션,한국,"최신규,유재운",20141337
20186324,언더독,20190116,애니메이션,한국,"오성윤,이춘백",20040104
20182588,미래의 미라이,20190116,애니메이션,일본,호소다 마모루,
20182544,글래스,20190117,"드라마,미스터리,SF,스릴러",미국,M. 나이트 샤말란,
20189385,몬스터 파크,20190123,"애니메이션,어드벤처,코미디,가족,판타지",영국,안드레스 코투리어,
20182530,극한직업,20190123,코미디,한국,이병헌,"20140742,20156628,20110854"
20184896,가버나움,20190124,드라마,기타,나딘 라바키,
20185124,러브 유어셀프 인 서울,20190126,공연,한국,,"20189763,20063188"
20180868,뺑반,20190130,"범죄,액션",한국,한준희,"201921,20100103"
20186261,드래곤 길들이기 3,20190130,애니메이션,미국,딘 데블로이스,
20185478,극장판 헬로카봇: 옴파로스 섬의 비밀,20190131,애니메이션,한국,"최신규,김진철",20141337
20188282,알리타: 배틀 엔젤,20190205,"액션,어드벤처,멜로/로맨스,SF,스릴러",미국,로버트 로드리게즈,
20185444,레고 무비2,20190206,"애니메이션,액션,어드벤처",미국,마이크 미첼,
20174169,기묘한 가족,20190213,"코미디,가족",한국,이민재,"20142551,20205861"
20185881,증인,20190213,드라마,한국,이한,"20139999,20140755"
20162003,명탐정 코난:전율의 악보,20190214,"애니메이션,미스터리",일본,야마모토 야스이치로,
20184888,메리 포핀스 리턴즈,20190214,"판타지,뮤지컬",미국,롭 마샬,
20195915,해피 데스데이 2 유,20190214,"공포(호러),코미디",미국,크리스토퍼 랜던,
20185576,콜드 체이싱,20190220,액션,영국,한스 페터 몰란트,
20195743,신데렐라:마법 반지의 비밀,20190220,"애니메이션,판타지",미국,린 사우더랜드,
20177539,사바하,20190220,"미스터리,스릴러",한국,장재현,"20100374,20186561"
20180937,더 페이버릿: 여왕의 여자,20190221,드라마,미국,요르고스 란티모스,
20176442,자전차왕 엄복동,20190227,드라마,한국,김유성,201981
20196601,항거:유관순 이야기,20190227,드라마,한국,조민호,20100807
20195791,"어쩌다, 결혼",20190227,"멜로/로맨스,코미디",한국,"박호찬,박수진",20138935
20181877,캡틴 마블,20190306,"액션,어드벤처,SF",미국,"애너 보든,라이언 플렉",
20177282,리노,20190307,"애니메이션,어드벤처,가족",브라질,라파엘 리바스,
20196723,숲속왕국의 꿀벌 여왕,20190314,"애니메이션,어드벤처,코미디",프랑스,"아르나드 부롱,안톤 크링스",
20197356,라스트 미션,20190314,드라마,미국,클린트 이스트우드,
20197483,1919 유관순,20190314,다큐멘터리,한국,신상민,20190402
20197283,이스케이프 룸,20190314,"액션,공포(호러),스릴러",미국,애덤 로비텔,
20197846,악질경찰,20190320,"범죄,드라마",한국,이정범,"20100187,20139535"
20176103,돈,20190320,범죄,한국,박누리,"20122737,20126515"
20175407,우상,20190320,스릴러,한국,이수진,"20126436,20101558"
20198603,페이트 스테이 나이트 헤븐즈필 제2장 로스트 버터플라이,20190321,"애니메이션,액션,판타지",일본,스도 토모노리,
20197617,정글북: 마법 원정대,20190321,"애니메이션,어드벤처,판타지",러시아,막심 파디브,
20185352,어스,20190327,"공포(호러),스릴러",미국,조던 필,
20198146,콜레트,20190327,드라마,영국,워시 웨스트모어랜드,
20183773,장난스런 키스,20190327,멜로/로맨스,대만,프랭키 첸,
20196025,덤보,20190327,"가족,판타지",미국,팀 버튼,
20166301,썬키스 패밀리,20190327,"가족,멜로/로맨스,코미디",한국,김지혜,20158292
20183096,생일,20190403,드라마,한국,이종언,"20100248,20140808,20100787"
20197092,로망,20190403,멜로/로맨스,한국,이창근,"20175442,20110891"
20196244,샤잠!,20190403,액션,미국,데이비드 F. 샌드버그,
20198403,파이브 피트,20190410,"드라마,멜로/로맨스",미국,저스틴 밸도니,
20185406,헬보이,20190410,"액션,어드벤처,판타지",미국,닐 마샬,
20197423,공포의 묘지,20190410,"공포(호러),스릴러",미국,"케빈 콜쉬,데니스 위드미어",
20198104,바이스,20190411,드라마,미국,아담 맥케이,
20180825,미성년,20190411,드라마,한국,김윤석,"20140808,2019641"
20198844,아이 엠 마더,20190411,"액션,드라마,스릴러",미국,피에르 모렐,
20182501,왓칭,20190417,"공포(호러),스릴러",한국,김성기,20190405
20183454,요로나의 저주,20190417,공포(호러),미국,마이클 차베즈,
20198982,크게 될 놈,20190418,드라마,한국,강지은,20190406
20184889,어벤져스: 엔드게임,20190424,"액션,SF",미국,"안소니 루소,조 루소",
20169323,안도 타다오,20190425,다큐멘터리,일본,미즈노 시게노리,
20198183,뽀로로 극장판 보물섬 대모험,20190425,"애니메이션,가족",한국,"김현호,윤창섭,김현호",20020113
20185784,나의 특별한 형제,20190501,"드라마,코미디",한국,육상효,"20100545,20123320"
20197147,어글리 돌,20190501,애니메이션,미국,캘리 애스버리,
20199736,프렌즈: 둥지탈출,20190501,"애니메이션,어드벤처,코미디",독일,"크리스찬 하스,안드레아 블록",
20185384,호텔 뭄바이,20190508,스릴러,호주,앤소니 마라스,
20198598,명탐정 피카츄,20190509,"액션,어드벤처,코미디",미국,롭 레터맨,
20184082,걸캅스,20190509,"코미디,액션",한국,정다원,20137195
20187981,배심원들,20190515,드라마,한국,홍승완,20100432
20188941,악인전,20190515,"범죄,액션",한국,이원태,20138935
20198597,교회오빠,20190516,다큐멘터리,한국,이호경,"20114875,20172721"
20197503,서스페리아,20190516,공포(호러),이탈리아,루카 구아다니노,
20199448,어린 의뢰인,20190522,"드라마,가족",한국,장규성,2019901
20183867,알라딘,20190523,"어드벤처,가족,판타지",미국,가이 리치,
20199822,더 보이,20190523,"공포(호러),SF",미국,데이빗 야로베스키,
20184865,고질라: 킹 오브 몬스터,20190529,"액션,어드벤처,SF",미국,마이클 도허티,
20188144,0.0MHz,20190529,공포(호러),한국,유선동,20191081
20183782,기생충,20190530,드라마,한국,봉준호,20100558
20198291,로켓맨,20190605,"드라마,판타지",영국,덱스터 플레처,
20182387,엑스맨: 다크 피닉스,20190605,"액션,어드벤처,SF",미국,사이먼 킨버그,
20199063,빅샤크2: 해저2만리,20190606,"애니메이션,어드벤처",중국,신우,
20196657,맨 인 블랙: 인터내셔널,20190612,"액션,코미디,SF",미국,F. 게리 그레이,
20190273,천로역정: 천국을 찾아서,20190613,"애니메이션,어드벤처",미국,로버트 페르난데스,
20190466,세상을 바꾼 변호인,20190613,드라마,미국,미미 레더,
20191401,업사이드,20190613,"코미디,드라마",미국,닐 버거,
20198453,롱 리브 더 킹: 목포 영웅,20190619,"액션,드라마",한국,강윤성,"20156568,20138935"
20184047,토이 스토리 4,20190620,"애니메이션,어드벤처,코미디",미국,조시 쿨리,
20190885,사탄의 인형,20190620,공포(호러),미국,라스 클리브버그,
20192022,마담 싸이코,20190626,"공포(호러),스릴러",미국,닐 조단,
20199951,애나벨 집으로,20190626,"공포(호러),미스터리,스릴러",미국,게리 도버먼,
20196655,존 윅 3: 파라벨룸,20190626,"액션,범죄,스릴러",미국,채드 스타헬스키,
20182585,비스트,20190626,"범죄,스릴러",한국,이정호,20161781
20196309,스파이더맨: 파 프롬 홈,20190702,"액션,어드벤처,코미디,SF",미국,존 왓츠,
20185353,기방도령,20190710,"코미디,사극",한국,남대중,"20154908,20138215"
20185986,진범,20190710,스릴러,한국,고정욱,"20156929,20157368"
20191601,극장판 엉덩이 탐정: 화려한 사건 수첩,20190711,애니메이션,일본,히라야마 미호,
20192151,미드소마,20190711,공포(호러),미국,아리 에스터,
20175771,라이온 킹,20190717,"어드벤처,드라마,가족",미국,존 파브로,
20192222,사일런스,20190717,"공포(호러),스릴러",미국,존 R. 레오네티,
20190002,롱 샷,20190724,코미디,미국,조나단 레빈,
20182490,나랏말싸미,20190724,사극,한국,조철현,20158292
20192725,명탐정 코난: 감청의 권,20190724,애니메이션,일본,나가오카 치카,
20198323,레드슈즈,20190725,"애니메이션,코미디,판타지,어드벤처,멜로/로맨스",한국,홍성호,20100123
20184621,엑시트,20190731,"코미디,액션",한국,이상근,"20100374,20186561"
20180442,사자,20190731,"미스터리,액션,판타지,공포(호러)",한국,김주환,20114792
20183844,마이펫의 이중생활 2,20190731,"애니메이션,어드벤처,코미디",미국,크리스 리노드,
20191741,앵그리 버드 2: 독수리 왕국의 침공,20190807,"애니메이션,액션",미국,서럽 밴 오먼,
20193275,브링 더 소울 : 더 무비,20190807,기타,한국,박준수,"20189763,20189561"
20184462,봉오동 전투,20190807,"사극,액션,드라마",한국,원신연,"20123063,20141409,20100103"
20190741,김복동,20190808,다큐멘터리,한국,송원근,20160682
20196850,분노의 질주: 홉스&쇼,20190814,액션,미국,데이빗 레이치,
20182241,"안녕, 티라노: 영원히, 함께",20190814,애니메이션,한국,시즈노 코분,20122956
20187959,원더랜드,20190814,"애니메이션,코미디,어드벤처,가족",미국,딜런 브라운,20104469
20188404,암전,20190815,"미스터리,공포(호러)",한국,김진원,"20191741,20062859"
20185985,광대들: 풍문조작단,20190821,사극,한국,김주호,20141405
20184543,변신,20190821,"공포(호러),스릴러",한국,김홍선,20191761
20191604,애프터,20190822,"드라마,멜로/로맨스",미국,제니 게이지,
20171021,커런트 워,20190822,드라마,미국,알폰소 고메즈-레존,
20194384,안나,20190828,액션,프랑스,뤽 베송,
20181416,유열의 음악앨범,20190828,"멜로/로맨스,드라마",한국,정지우,"20139999,20123496,20203441"
20193665,47미터 2,20190828,"공포(호러),스릴러",미국,요하네스 로버츠,
20181103,벌새,20190829,드라마,한국,김보라,20161161
20192804,그것: 두 번째 이야기,20190904,스릴러,미국,안드레스 무시에티,
20193821,극장판 헬로카봇 : 달나라를 구해줘!,20190904,애니메이션,한국,"최신규,김진철",20141337
20196140,아빠는 딸,20190905,코미디,베트남,오치아이 켄,
20194541,안녕 베일리,20190905,가족,미국,게일 맨쿠소,
20194224,침입자,20190910,공포(호러),영국,찰리 스티즈,
20184572,타짜: 원 아이드 잭,20190911,"범죄,드라마",한국,권오광,"20100123,20124237,20138935"
20187322,"힘을 내요, 미스터 리",20190911,"코미디,드라마",한국,이계벽,"20137896,20160941"
20188750,나쁜 녀석들: 더 무비,20190911,"범죄,액션",한국,손용호,"20110854,20100362"
20194045,극장판 반지의 비밀일기,20190911,애니메이션,한국,한승우,"20155909,20173681"
20193807,예스터데이,20190918,드라마,미국,대니 보일,
20192982,애드 아스트라,20190919,"SF,스릴러",미국,제임스 그레이,
20194456,양자물리학,20190925,범죄,한국,이성태,20124237
20193601,장사리 : 잊혀진 영웅들,20190925,전쟁,한국,"곽경택,김태훈",20100947
20195968,더 룸,20190925,"미스터리,스릴러",프랑스,크리스티앙 볼크만,
20199446,원스 어폰 어 타임... 인 할리우드,20190925,"드라마,코미디",미국,쿠엔틴 타란티노,
20195920,가장 보통의 연애,20191002,"멜로/로맨스,코미디",한국,김한결,20100450
20195941,소피와 드래곤: 마법책의 비밀,20191002,"애니메이션,판타지,어드벤처",러시아,마리나 네페도바,
20199950,조커,20191002,"액션,드라마,스릴러",미국,토드 필립스,
20184483,퍼펙트맨,20191002,"코미디,드라마",한국,용수,"20187561,20100103"
20196380,몬스터 하우스,20191003,"애니메이션,어드벤처",캐나다,피터 레페니오티스,
20191183,제미니 맨,20191009,"액션,드라마,SF",미국,이안,
20184243,판소리 복서,20191009,"코미디,드라마",한국,정혁기,20101558
20197691,잃어버린 세계를 찾아서,20191009,"애니메이션,어드벤처",미국,크리스 버틀러,
20194223,너를 만난 여름,20191016,"드라마,멜로/로맨스",중국,장적사,
20183407,버티고,20191016,"드라마,멜로/로맨스",한국,전계수,20100414
20185361,두번할까요,20191017,"코미디,멜로/로맨스",한국,박용집,"20122736,20229111"
20191589,말레피센트 2,20191017,"어드벤처,가족,판타지",미국,요아킴 뢰닝,
20191029,82년생 김지영,20191023,드라마,한국,김도영,20192181
20198961,더 킹: 헨리 5세,20191023,드라마,네덜란드,데이비드 미쇼,
20197054,빅트립: 아기팬더 배달 대모험,20191023,애니메이션,미국,바실리 로벤스키,
20196136,람보 : 라스트 워,20191023,액션,미국,애드리언 그런버그,
20190280,날씨의 아이,20191030,"애니메이션,판타지,멜로/로맨스",일본,신카이 마코토,
20192083,터미네이터: 다크 페이트,20191030,"액션,어드벤처,SF",미국,팀 밀러,
20192589,빅 위시,20191030,"판타지,애니메이션,어드벤처",멕시코,,
20198184,빅 2: 황금열쇠 대소동,20191030,"애니메이션,가족,코미디,어드벤처",인도,,
20197279,아담스 패밀리,20191107,"애니메이션,코미디,가족",미국,"그렉 티어넌,콘래드 베논",
20181434,신의 한 수: 귀수편,20191107,"범죄,액션",한국,리건,"20110891,20140743"
20193801,닥터 슬립,20191107,스릴러,미국,마이크 플래너건,
20197721,엔젤 해즈 폴른,20191113,"액션,스릴러",미국,릭 로먼 워,
20195002,블랙머니,20191113,"범죄,드라마",한국,정지영,"20190561,20062550"
20198421,좀비랜드: 더블 탭,20191113,"액션,코미디,공포(호러)",미국,루벤 플레셔,
20196284,윤희에게,20191114,멜로/로맨스,한국,임대형,20139335
20197803,겨울왕국 2,20191121,애니메이션,미국,"크리스 벅,제니퍼 리",
20184341,얼굴없는 보스,20191121,"액션,드라마",한국,"송창용,송경용",20174164
20199576,러브 앳,20191127,"멜로/로맨스,코미디",프랑스,위고 젤랭,
20199428,크롤,20191127,"액션,스릴러",미국,알렉산더 아야,
20197336,허슬러,20191127,"범죄,드라마",미국,로렌 스카파리아,
20185161,나를 찾아줘,20191127,스릴러,한국,김승우,"20154448,20229111"
20183391,앵커,20191128,드라마,한국,최정민,20176221
20192401,포드 V 페라리,20191204,"액션,드라마",미국,제임스 맨골드,
20198430,나이브스 아웃,20191204,"미스터리,스릴러",미국,라이언 존슨,
20188462,감쪽같은 그녀,20191204,드라마,한국,허인무,20169069
20197278,라스트 크리스마스,20191205,"코미디,멜로/로맨스",미국,폴 페이그,
20190142,굿 라이어,20191205,스릴러,미국,빌 콘돈,
20198681,쥬만지: 넥스트 레벨,20191211,액션,미국,제이크 캐스단,
20198182,아내를 죽였다,20191211,"스릴러,액션",한국,김하라,20202761
20190545,카운트다운,20191212,"공포(호러),스릴러",미국,,
20198414,시동,20191218,드라마,한국,최정열,20100374
20192206,백두산,20191219,"어드벤처,드라마",한국,"이해준,김병서","20192641,20140593,20110854"
20198374,신비아파트 극장판 하늘도깨비 대 요르문간드,20191219,애니메이션,한국,변영규,20110854
20198818,프린스 코기,20191224,애니메이션,벨기에,벤 스타센,
20192721,캣츠,20191224,"뮤지컬,드라마",미국,톰 후퍼,
20199981,눈의 여왕4,20191224,"애니메이션,가족,판타지,어드벤처",러시아,"로버트 렌스,알렉세이 트시칠린",
20184571,천문: 하늘에 묻는다,20191226,사극,한국,허진호,2016841
20196272,미드웨이,20191231,"액션,드라마",미국,롤랜드 에머리히,
20191408,21 브릿지: 테러 셧다운 ,20200101,"스릴러,드라마,범죄",미국,브라이언 커크,
20199581,닥터 두리틀,20200108,"판타지,어드벤처",미국,스티븐 개건,
20195462,스타워즈: 라이즈 오브 스카이워커,20200108,"액션,어드벤처,판타지,SF",미국,J.J. 에이브럼스,
20196670,나쁜 녀석들: 포에버,20200115,액션,미국,"아딜 엘 아르비,빌랄 팔라",
20183002,해치지않아,20200115,코미디,한국,손재곤,"20100807,20140742"
20198676,타오르는 여인의 초상,20200116,드라마,프랑스,셀린 시아마,
20192101,히트맨,20200122,"코미디,액션",한국,최원섭,20141868
20180939,남산의 부장들,20200122,드라마,한국,우민호,2016841
20192300,스파이 지니어스 ,20200122,"애니메이션,액션,코미디,가족,SF",미국,"닉 브루노,트로이 콴",
20188421,미스터 주: 사라진 VIP,20200122,"코미디,드라마",한국,김태윤,20141613
20193385,하이큐!! 땅 VS 하늘,20200123,애니메이션,일본,미츠나카 스스무,
20197390,조조 래빗,20200205,"코미디,드라마,전쟁",미국,타이카 와이티티,
20191109,페인 앤 글로리,20200205,드라마,스페인,페드로 알모도바르,
20182447,클로젯,20200205,"미스터리,드라마",한국,김광빈,"20126515,20140593"
20198431,버즈 오브 프레이(할리 퀸의 황홀한 해방),20200205,"액션,어드벤처,범죄",미국,캐시 얀,
20192984,극장판 미니특공대: 공룡왕 디노 ,20200206,애니메이션,한국,이영준,20000384
20184891,수퍼 소닉,20200212,"애니메이션,액션,어드벤처",미국,제프 파울러,20104469
20193321,정직한 후보,20200212,코미디,한국,장유정,"20100340,20063279"
20192240,작은 아씨들,20200212,"드라마,멜로/로맨스",미국,그레타 거윅,
20180962,지푸라기라도 잡고 싶은 짐승들,20200219,"스릴러,범죄",한국,김용훈,20138935
20193911,"하이, 젝시",20200219,코미디,미국,"존 루카스,스콧 무어",
20192399,1917,20200219,"드라마,전쟁",미국,샘 멘데스,
20193526,젠틀맨,20200226,"범죄,액션",미국,가이 리치,
20199842,인비저블맨,20200226,공포(호러),미국,리 워넬,
20204681,더 보이 2: 돌아온 브람스 ,20200305,"공포(호러),미스터리,스릴러",미국,윌리엄 브렌트 벨,
20190864,울프 콜,20200305,"액션,스릴러",프랑스,안토닌 보드리,
20204791,다크 워터스 ,20200311,드라마,미국,토드 헤인즈,
20205096,세인트 아가타 ,20200319,"공포(호러),스릴러",미국,대런 린 보우즈만,
20205708,스케어리 스토리:어둠의 속삭임 ,20200325,"판타지,공포(호러)",미국,안드레 외브레달,
20204107,주디,20200325,"드라마,멜로/로맨스",영국,루퍼트 굴드,
20206424,사랑하고 있습니까,20200325,"판타지,멜로/로맨스",한국,김정권,20158010
20206446,n번째 이별 중,20200401,"멜로/로맨스,코미디",미국,,
20205262,엽문4: 더 파이널,20200401,"액션,드라마",홍콩,엽위신,
20205841,더 터닝 ,20200402,"미스터리,공포(호러)",미국,플로리아 시지스몬디,
20206402,오픈 더 도어 ,20200408,"공포(호러),스릴러",러시아,올가 고로데츠카야,
20205902,신과 나: 100일간의 거래,20200408,"미스터리,스릴러,판타지",기타,팍품 웡품,
20206021,건즈 아킴보,20200415,액션,영국,제이슨 레이 하우덴,
20206447,라라걸,20200415,드라마,호주,레이첼 그리피스,
20204741,비밀정보원: 인 더 프리즌 ,20200415,"범죄,스릴러",영국,안드레아 디 스테파노,
20196716,유령선,20200415,다큐멘터리,한국,김지영,20203641
20206190,서치 아웃,20200415,스릴러,한국,곽정,20175641
20206865,애프터 웨딩 인 뉴욕 ,20200423,드라마,영국,바트 프룬디치,
20207101,헌트,20200423,"액션,공포(호러),스릴러",미국,크레이그 조벨,
20205402,트롤: 월드 투어,20200429,"애니메이션,어드벤처,코미디",미국,"월트 도른,데이빗 P.스미스",
20181685,호텔 레이크,20200429,공포(호러),한국,윤은경,"20190681,20100036"
20197397,나의 청춘은 너의 것,20200429,멜로/로맨스,대만,"주동,대몽영",20101102
20206441,마이 스파이,20200429,"액션,코미디",미국,피터 시걸,
20207722,저 산 너머,20200430,드라마,한국,최종태,20203721
20207893,프리즌 이스케이프,20200506,"어드벤처,스릴러",영국,,
20207341,레이니 데이 인 뉴욕,20200506,"코미디,멜로/로맨스",미국,우디 앨런,
20208282,더 플랫폼,20200513,"SF,스릴러",스페인,,
20208562,씨 피버,20200513,"SF,공포(호러)",아일랜드,니사 하디만,
20208686,콜 오브 와일드,20200514,"어드벤처,드라마,가족",미국,크리스 샌더스,
20113252,톰보이,20200514,드라마,프랑스,셀린 시아마,
20208122,카페 벨에포크,20200520,"코미디,드라마",프랑스,니콜라스 베도스,
20209161,언더워터,20200527,스릴러,미국,윌리엄 유뱅크,
20208264,미스비헤이비어,20200527,드라마,영국,필립파 로소프,
20207501,그집,20200527,"공포(호러),스릴러",스페인,,
20196782,초미의 관심사,20200527,드라마,한국,남연우,20203941
20209029,아홉 스님,20200527,드라마,한국,윤성준,"20139095,20187781"
20190461,프랑스여자,20200604,드라마,한국,김희정,20122471
20197863,침입자,20200604,"미스터리,스릴러",한국,손원평,20138935
20209463,나의 첫 번째 슈퍼스타,20200610,"코미디,드라마",미국,니샤 가나트라,
20198890,아이즈 온 미 : 더 무비,20200610,공연,한국,박재석,20203082
20183813,결백,20200610,드라마,한국,박상현,20172901
20195711,너는 달밤에 빛나고,20200610,멜로/로맨스,일본,츠키카와 쇼,
20205481,에어로너츠,20200610,"드라마,어드벤처",영국,톰 하퍼,
20191048,온워드: 단 하루의 기적,20200617,"애니메이션,어드벤처,판타지",미국,댄 스캔론,
20196702,야구소녀,20200618,드라마,한국,최윤태,20100572
20193859,사라진 시간,20200618,"미스터리,드라마",한국,정진영,"20138935,20204281"
20193069,#살아있다,20200624,드라마,한국,조일형,"20100450,20204221"
20209644,엔딩스 비기닝스,20200624,"드라마,멜로/로맨스",미국,드레이크 도리머스,20110854
20208617,인베이젼 2020,20200701,SF,러시아,표도르 본다르추크,
20196201,소리꾼,20200701,"사극,드라마",한국,조정래,20123223
20200361,"아무튼, 아담",20200702,드라마,미국,,
20204644,밤쉘: 세상을 바꾼 폭탄선언,20200708,드라마,미국,제이 로치,
20208182,그레텔과 헨젤,20200708,"판타지,미스터리",캐나다,오즈 퍼킨스,
20200162,소년시절의 너,20200709,"멜로/로맨스,드라마,범죄,가족",중국,증국상,
20193450,반도,20200715,"액션,드라마",한국,연상호,20140808
20200845,비바리움,20200716,"미스터리,SF,공포(호러)",미국,,
20209882,블루 아워,20200722,드라마,일본,하코타 유코,
20201265,팬데믹,20200722,스릴러,미국,,
20200749,파리의 인어,20200723,"멜로/로맨스,판타지",프랑스,마티아스 마르지유,
20196271,강철비2: 정상회담,20200729,"드라마,액션",한국,양우석,20204661
20200491,빅샤크3: 젤리몬스터 대소동,20200729,애니메이션,중국,신우,
20201287,애니멀 크래커,20200805,"애니메이션,어드벤처,가족,판타지",미국,토니 밴크로프트,
20197922,다만 악에서 구하소서,20200805,"범죄,액션",한국,홍원찬,2016841
20199883,오케이 마담,20200812,"코미디,액션",한국,이철하,"20130328,20122737"
20188362,더 프린세스 : 도둑맞은 공주,20200812,"애니메이션,판타지",우크라이나,올레말라므,
20205970,워터 릴리스,20200813,"드라마,멜로/로맨스",프랑스,셀린 시아마,
20201968,반교: 디텐션,20200813,공포(호러),기타,존 쉬,
20203461,시크릿 가든,20200819,"드라마,가족,판타지",영국,마크 먼든,
20202281,극장판 짱구는 못말려: 신혼여행 허리케인~ 사라진 아빠!,20200820,애니메이션,일본,하시모토 마사카즈,
20196773,남매의 여름밤,20200820,드라마,한국,윤단비,20202941
20201122,테넷,20200826,"액션,SF",미국,크리스토퍼 놀란,
20202961,고스트 오브 워,20200902,"미스터리,공포(호러),스릴러",영국,에릭 브레스,
20193666,오! 문희,20200902,"코미디,드라마",한국,정세교,20123063
20189973,카일라스 가는 길,20200903,다큐멘터리,한국,정형민,20161382
20202203,에이바,20200909,"액션,범죄,드라마",미국,테이트 테일러,
20201687,기기괴괴 성형수,20200909,"공포(호러),스릴러",한국,조경훈,"20175522,20100330"
20175405,뉴 뮤턴트,20200910,"액션,공포(호러),SF",미국,조쉬 분,
20202204,더 렌탈 : 소리없는 감시자,20200916,"공포(호러),스릴러",미국,데이브 프랑코,
20193822,뮬란,20200917,"어드벤처,드라마,가족",미국,니키 카로,
20205001,도망친 여자,20200917,드라마,한국,홍상수,20100332
20190601,디바,20200923,"스릴러,미스터리",한국,조슬예,"20130328,20161162"
20178401,검객,20200923,액션,한국,최재훈,20100410
20202341,아웃포스트,20200923,"전쟁,드라마",미국,로드 루리,
20204684,브레이크 더 사일런스: 더 무비,20200924,다큐멘터리,한국,박준수,20205421
20206178,극장판 엉덩이 탐정: 텐텐마을의 수수께끼,20200924,애니메이션,일본,시바타 히로키,
20184482,국제수사,20200929,"코미디,액션",한국,김봉한,20158289
